Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of colorectal cancer,Age-standardized rate (males),2012,Erie St. Clair LHIN,84.6,(74.5-94.8),271.0,315255.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Erie St. Clair LHIN,76.0,(66.4-85.5),247.0,315193.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Erie St. Clair LHIN,77.5,(68.0-86.9),259.0,315527.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,South West LHIN,92.6,(83.7-101.6),419.0,466080.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (males),2011,South West LHIN,84.8,(76.4-93.2),394.0,467839.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,South West LHIN,79.3,(71.3-87.2),383.0,471103.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,South West LHIN,80.9,(73.0-88.9),400.0,473635.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (males),2014,South West LHIN,70.0,(62.7-77.4),356.0,475981.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Waterloo Wellington LHIN,83.3,(72.8-93.8),247.0,366660.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Waterloo Wellington LHIN,80.3,(70.1-90.5),244.0,370210.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Waterloo Wellington LHIN,71.2,(61.7-80.7),222.0,374422.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Waterloo Wellington LHIN,71.4,(62.1-80.8),229.0,377283.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Waterloo Wellington LHIN,78.0,(68.3-87.7),256.0,380318.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Hamilton Niagara Haldimand Brant LHIN,83.0,(76.1-89.9),561.0,681336.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Hamilton Niagara Haldimand Brant LHIN,85.0,(78.1-91.9),590.0,684592.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Hamilton Niagara Haldimand Brant LHIN,74.7,(68.3-81.0),533.0,690916.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Hamilton Niagara Haldimand Brant LHIN,78.9,(72.5-85.3),580.0,697048.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Hamilton Niagara Haldimand Brant LHIN,68.5,(62.6-74.4),516.0,702880.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Central West LHIN,58.1,(49.0-67.1),171.0,421592.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Central West LHIN,67.2,(57.6-76.7),202.0,430078.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Central West LHIN,56.8,(48.3-65.3),182.0,436036.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Central West LHIN,61.2,(52.6-69.7),205.0,442177.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Central West LHIN,58.6,(50.5-66.8),210.0,448318.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Mississauga Halton LHIN,70.9,(62.6-79.3),296.0,555885.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Mississauga Halton LHIN,77.2,(68.6-85.9),328.0,563601.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Mississauga Halton LHIN,69.7,(61.9-77.5),322.0,575278.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Mississauga Halton LHIN,73.9,(66.1-81.8),352.0,587014.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Mississauga Halton LHIN,61.4,(54.4-68.4),304.0,597574.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Toronto Central LHIN,59.1,(52.3-66.0),292.0,568343.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Toronto Central LHIN,68.8,(61.6-76.1),347.0,575818.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Toronto Central LHIN,54.5,(48.1-60.8),287.0,586963.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Toronto Central LHIN,56.5,(50.2-62.9),308.0,596914.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Toronto Central LHIN,59.9,(53.4-66.3),333.0,605008.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Central LHIN,66.5,(60.3-72.8),451.0,847411.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Central LHIN,66.3,(60.2-72.4),467.0,861588.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Central LHIN,63.7,(57.9-69.6),473.0,877394.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Central LHIN,64.3,(58.6-70.0),503.0,890650.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Central LHIN,60.6,(55.2-65.9),497.0,903009.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Central East LHIN,68.4,(62.1-74.7),461.0,748584.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Central East LHIN,68.7,(62.5-75.0),473.0,754045.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Central East LHIN,71.4,(65.2-77.7),511.0,762518.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Central East LHIN,71.3,(65.1-77.4),525.0,769886.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Central East LHIN,68.4,(62.5-74.3),523.0,776460.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,South East LHIN,80.4,(69.2-91.6),208.0,241120.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,South East LHIN,88.7,(77.3-100.2),238.0,241726.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,South East LHIN,84.1,(73.2-95.0),235.0,242456.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (males),2013,South East LHIN,68.8,(59.1-78.6),198.0,242945.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,South East LHIN,86.1,(75.4-96.8),254.0,243394.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (males),2010,Champlain LHIN,75.4,(68.1-82.8),411.0,616373.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,Champlain LHIN,81.6,(74.0-89.2),452.0,624207.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,Champlain LHIN,71.5,(64.5-78.5),412.0,630959.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,Champlain LHIN,74.0,(66.9-81.0),431.0,636528.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,Champlain LHIN,76.7,(69.7-83.7),467.0,642044.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,North Simcoe Muskoka LHIN,75.8,(64.1-87.5),168.0,223027.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,North Simcoe Muskoka LHIN,78.8,(67.0-90.5),179.0,224605.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,North Simcoe Muskoka LHIN,81.8,(70.3-93.4),197.0,227940.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,North Simcoe Muskoka LHIN,70.7,(60.1-81.3),175.0,231115.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,North Simcoe Muskoka LHIN,66.4,(56.3-76.5),170.0,234262.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,North East LHIN,80.5,(70.3-90.8),248.0,282839.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,North East LHIN,80.0,(69.7-90.2),245.0,282414.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,North East LHIN,79.5,(69.4-89.5),249.0,282059.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,North East LHIN,77.1,(67.3-86.8),249.0,281652.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,North East LHIN,73.9,(64.4-83.3),241.0,280462.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2010,North West LHIN,80.6,(63.7-97.5),91.0,118048.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2011,North West LHIN,88.4,(71.2-105.6),103.0,118115.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2012,North West LHIN,69.7,(54.2-85.1),81.0,118089.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2013,North West LHIN,73.3,(58.0-88.6),89.0,118061.0,No,
Incidence of colorectal cancer,Age-standardized rate (males),2014,North West LHIN,67.4,(52.8-81.9),84.0,117860.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Erie St. Clair LHIN,47.6,(40.6-54.6),181.0,323672.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Erie St. Clair LHIN,48.7,(41.6-55.8),185.0,322955.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Erie St. Clair LHIN,57.0,(49.4-64.7),219.0,323430.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Erie St. Clair LHIN,54.4,(47.0-61.7),217.0,323438.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Erie St. Clair LHIN,54.1,(46.8-61.5),217.0,323603.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,South West LHIN,57.9,(51.6-64.3),329.0,481019.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,South West LHIN,57.1,(50.9-63.3),332.0,483133.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,South West LHIN,56.0,(49.8-62.2),324.0,485757.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,South West LHIN,52.2,(46.4-58.1),315.0,488548.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,South West LHIN,55.6,(49.6-61.5),344.0,491267.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Waterloo Wellington LHIN,58.2,(50.4-66.1),212.0,372288.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Waterloo Wellington LHIN,64.7,(56.5-72.9),240.0,376309.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Waterloo Wellington LHIN,58.6,(50.9-66.3),223.0,380390.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Waterloo Wellington LHIN,51.5,(44.3-58.6),201.0,383560.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Waterloo Wellington LHIN,57.7,(50.2-65.1),234.0,386595.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Hamilton Niagara Haldimand Brant LHIN,53.9,(48.9-58.8),462.0,708943.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Hamilton Niagara Haldimand Brant LHIN,54.2,(49.2-59.1),465.0,712943.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Hamilton Niagara Haldimand Brant LHIN,54.5,(49.5-59.4),475.0,718802.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Hamilton Niagara Haldimand Brant LHIN,48.9,(44.2-53.5),439.0,724989.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Hamilton Niagara Haldimand Brant LHIN,54.1,(49.2-59.0),491.0,730947.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Central West LHIN,49.2,(41.7-56.7),168.0,429026.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Central West LHIN,44.6,(37.6-51.6),158.0,438272.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Central West LHIN,40.7,(34.2-47.2),151.0,443896.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Central West LHIN,42.8,(36.2-49.3),165.0,450686.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Central West LHIN,44.4,(37.9-51.0),179.0,457342.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Mississauga Halton LHIN,51.0,(44.7-57.2),258.0,573478.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Mississauga Halton LHIN,46.4,(40.5-52.2),244.0,582389.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Mississauga Halton LHIN,46.4,(40.6-52.1),253.0,594042.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Mississauga Halton LHIN,48.8,(43.0-54.5),278.0,606840.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Mississauga Halton LHIN,41.8,(36.6-47.0),250.0,618215.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Toronto Central LHIN,44.8,(39.5-50.1),283.0,605235.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Toronto Central LHIN,38.5,(33.6-43.3),250.0,613561.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Toronto Central LHIN,41.3,(36.3-46.2),275.0,623330.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Toronto Central LHIN,46.0,(40.9-51.2),316.0,633672.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Toronto Central LHIN,42.0,(37.1-46.8),292.0,641463.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Central LHIN,47.3,(42.7-52.0),402.0,881999.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Central LHIN,45.0,(40.5-49.4),392.0,897290.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Central LHIN,46.1,(41.7-50.6),418.0,911803.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Central LHIN,42.4,(38.2-46.5),399.0,926380.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Central LHIN,43.3,(39.2-47.4),423.0,940456.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Central East LHIN,51.2,(46.3-56.1),430.0,784348.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Central East LHIN,49.3,(44.6-54.0),427.0,790926.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Central East LHIN,47.1,(42.6-51.7),418.0,798648.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Central East LHIN,47.2,(42.7-51.7),434.0,806422.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Central East LHIN,52.5,(47.7-57.2),480.0,812818.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,South East LHIN,57.3,(48.9-65.7),182.0,248374.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,South East LHIN,48.5,(40.8-56.1),159.0,249197.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,South East LHIN,60.9,(52.4-69.5),202.0,249945.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,South East LHIN,53.6,(45.7-61.5),182.0,250387.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,South East LHIN,65.2,(56.4-73.9),223.0,250745.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2010,Champlain LHIN,51.1,(45.7-56.5),345.0,638585.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,Champlain LHIN,56.4,(50.7-62.0),388.0,646088.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,Champlain LHIN,61.5,(55.6-67.3),430.0,652780.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2013,Champlain LHIN,51.5,(46.2-56.7),375.0,659214.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,Champlain LHIN,56.3,(50.8-61.7),418.0,664891.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,North Simcoe Muskoka LHIN,66.7,(56.7-76.7),174.0,227808.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2011,North Simcoe Muskoka LHIN,63.8,(54.2-73.3),173.0,229833.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2012,North Simcoe Muskoka LHIN,49.4,(41.2-57.6),140.0,232998.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,North Simcoe Muskoka LHIN,52.7,(44.3-61.2),155.0,236120.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,North Simcoe Muskoka LHIN,54.8,(46.3-63.2),164.0,239215.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2010,North East LHIN,55.5,(47.7-63.4),196.0,288435.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,North East LHIN,49.3,(42.0-56.6),176.0,288123.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,North East LHIN,58.7,(50.8-66.7),215.0,287607.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,North East LHIN,63.7,(55.4-72.1),231.0,287073.0,Higher,
Incidence of colorectal cancer,Age-standardized rate (females),2014,North East LHIN,41.2,(34.7-47.8),156.0,285959.0,Lower,
Incidence of colorectal cancer,Age-standardized rate (females),2010,North West LHIN,52.6,(40.3-65.0),71.0,119069.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2011,North West LHIN,54.0,(41.6-66.4),74.0,118956.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2012,North West LHIN,66.1,(52.3-80.0),89.0,118889.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2013,North West LHIN,48.8,(37.0-60.6),67.0,118803.0,No,
Incidence of colorectal cancer,Age-standardized rate (females),2014,North West LHIN,44.5,(33.4-55.6),63.0,118576.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2010,Erie St. Clair LHIN,0.99,(0.9-1.09),437.0,639160.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2011,Erie St. Clair LHIN,0.94,(0.86-1.04),420.0,637703.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2012,Erie St. Clair LHIN,1.12,(1.02-1.22),490.0,638685.0,Higher,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2013,Erie St. Clair LHIN,1.05,(0.96-1.15),464.0,638631.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2014,Erie St. Clair LHIN,1.07,(0.98-1.17),476.0,639130.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2010,South West LHIN,1.13,(1.05-1.22),748.0,947099.0,Higher,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2011,South West LHIN,1.09,(1.01-1.17),726.0,950972.0,Higher,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2012,South West LHIN,1.08,(1.00-1.16),707.0,956860.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2013,South West LHIN,1.08,(1.00-1.16),715.0,962183.0,Higher,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2014,South West LHIN,1.05,(0.97-1.13),700.0,967248.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2010,Waterloo Wellington LHIN,1.08,(0.98-1.19),459.0,738948.0,No,
Incidence of colorectal cancer,Standardized incidence ratio (both sexes),2011,Waterloo Wellington LHIN,1.12,(1.02-1.23),484.0,746519.0,Higher,
